Rank,Channel Name,Subscribers,Total Views,Total Videos,Category,Channel Type,Views Rank,Views Last 30 Days,Min Monthly Earnings,Max Monthly Earnings,Min Yearly Earnings,Max Yearly Earnings,Year,Month,Day,Month no.,Created Date
586,Pops Kids,16200000,9763592867,3943,Music,Film,462,256733000,64200,1000000,770200,12300000,2014,Jan,14,1,14-Jan-14
786,Trap City,14100000,5129529846,3,Music,People,4032620,147,0.04,0.59,0.44,7,2015,Nov,4,11,04-Nov-15
798,Gallina Pintadita,14000000,9660950823,62,Music,Film,477,70626000,17700,282500,211900,3400000,2011,Aug,2,8,02-Aug-11
925,Duo Tiempo De Sol,12800000,6662288136,323,Music,Education,896,53988000,13500,216000,162000,2600000,2013,Mar,26,3,26-Mar-13
937,Future,12700000,9927699419,119,Music,Film,270216,472367,118,1900,1400,22700,2020,Nov,7,11,07-Nov-20
1,T-Series,245000000,2.28E+11,20082,Music,Music,1,2258000000,564600,9000000,6800000,108400000,2006,Mar,13,3,13-Mar-06
11,Zee Music Company,96700000,57856289381,8548,Music,Music,12,803613000,200900,3200000,2400000,38600000,2014,Mar,12,3,12-Mar-14
18,Bangtantv,75600000,20826993957,2281,Music,Music,112,168290000,42100,673200,504900,8100000,2012,Dec,17,12,17-Dec-12
20,Justin Bieber,71600000,30608119724,249,Music,Music,38,176326000,44100,705300,529000,8500000,2007,Jan,15,1,15-Jan-07
21,Hybe Labels,71300000,28634566938,1337,Music,Music,46,598173000,149500,2400000,1800000,28700000,2008,Jun,4,6,04-Jun-08
26,Shemaroo Filmi Gaane,65600000,28648024439,8502,Music,Music,47,254961000,63700,1000000,764900,12200000,2010,Jun,11,6,11-Jun-10
31,Tips Official,59300000,33431802698,4741,Music,Music,30,422634000,105700,1700000,1300000,20300000,2007,May,22,5,22-May-07
32,El Reino Infantil,58400000,57271630846,1510,Music,Music,13,611828000,153000,2400000,1800000,29400000,2011,Jun,2,6,02-Jun-11
33,Wave Music,58000000,40602020243,19487,Music,Music,21,232025000,58000,928100,696100,11100000,2014,Oct,29,10,29-Oct-14
35,Sony Music India,57200000,28837144516,3882,Music,Music,45,259310000,64800,1000000,777900,12400000,2009,Sep,2,9,02-Sep-09
36,Eminemmusic,56900000,27073872856,156,Music,Music,59,260193000,65000,1000000,780600,12500000,2007,Feb,9,2,09-Feb-07
40,Ed Sheeran,53500000,30367676736,383,Music,Music,39,202720000,50700,810900,608200,9700000,2006,Aug,8,8,08-Aug-06
42,Taylor Swift,52900000,29884657286,216,Music,Music,40,528392000,132100,2100000,1600000,25400000,2006,Sep,20,9,20-Sep-06
43,Ariana Grande,52700000,24004842608,147,Music,Music,78,160216000,40100,640900,480600,7700000,2007,Jan,22,1,22-Jan-07
46,Billie Eilish,47900000,13626331061,65,Music,Music,263,146862000,36700,587400,440600,7000000,2013,Feb,6,2,06-Feb-13
50,Sonymusicindiavevo,46600000,27286058807,3444,Music,Music,55,314505000,78600,1300000,943500,15100000,2009,Sep,2,9,02-Sep-09
59,Katy Perry,44200000,25458952022,128,Music,Music,70,134242000,33600,537000,402700,6400000,2008,Jun,1,6,01-Jun-08
67,Speed Records,42500000,26820902622,10938,Music,Music,62,159757000,39900,639000,479300,7700000,2012,Nov,22,11,22-Nov-12
80,Xxxtentacion,39200000,10507474316,133,Music,Music,403,58362000,14600,233400,175100,2800000,2015,Jun,23,6,23-Jun-15
84,Gr6 Explode,38900000,25154232306,3043,Music,Music,73,1635000000,408700,6500000,4900000,78500000,2014,Aug,5,8,05-Aug-14
87,Goldmines Gaane Sune Ansune,38300000,16718192386,3532,Music,Music,170,814756000,203700,3300000,2400000,39100000,2015,Aug,24,8,24-Aug-15
88,One Direction,38200000,13598903820,11,Music,Music,539848,6348,2,25,19,305,2016,Jun,26,6,26-Jun-16
91,Daddy Yankee,38000000,22731415608,505,Music,Music,92,205594000,51400,822400,616800,9900000,2011,May,16,5,16-May-11
98,Bruno Mars,36700000,19378155425,99,Music,Music,134,175243000,43800,701000,525700,8400000,2006,Sep,19,9,19-Sep-06
99,Maroon 5,36600000,22553923546,171,Music,Music,96,152825000,38200,611300,458500,7300000,2006,Mar,9,3,09-Mar-06
104,Ozuna,36200000,23355801606,196,Music,Music,87,169242000,42300,677000,507700,8100000,2016,Mar,24,3,24-Mar-16
109,T-Series Bollywood Classics,35400000,22637783517,2010,Music,Music,94,331474000,82900,1300000,994400,15900000,2012,Apr,2,4,02-Apr-12
116,Geet Mp3,34300000,12746535822,679,Music,Music,299,101357000,25300,405400,304100,4900000,2016,Oct,22,10,22-Oct-16
117,J Balvin,34100000,23005313609,141,Music,Music,89,128696000,32200,514800,386100,6200000,2011,Feb,18,2,18-Feb-11
128,Nocopyrightsounds,33400000,10530729078,1331,Music,Music,402,55654000,13900,222600,167000,2700000,2011,Aug,14,8,14-Aug-11
134,Disneymusicvevo,32700000,28516250629,2068,Music,Music,50,329861000,82500,1300000,989600,15800000,2010,May,20,5,20-May-10
135,The Weeknd,32600000,23379969006,169,Music,Music,85,373828000,93500,1500000,1100000,17900000,2011,Feb,25,2,25-Feb-11
137,Karol G,32100000,18699145555,134,Music,Music,140,465647000,116400,1900000,1400000,22400000,2013,Mar,14,3,14-Mar-13
141,Smtown,31900000,27330239663,4158,Music,Music,53,233402000,58400,933600,700200,11200000,2006,Mar,18,3,18-Mar-06
145,Worldwide Records Bhojpuri,31700000,16476978876,6518,Music,Music,177,112648000,28200,450600,337900,5400000,2012,Mar,15,3,15-Mar-12
149,Justinbiebervevo,31600000,26583873105,204,Music,Music,63,105126000,26300,420500,315400,5000000,2009,Sep,26,9,26-Sep-09
155,Imaginedragons,30700000,16793072362,92,Music,Music,169,188837000,47200,755300,566500,9100000,2009,Aug,3,8,03-Aug-09
161,Trap Nation,30400000,14037426379,2725,Music,Music,255,45822000,11500,183300,137500,2200000,2012,Sep,23,9,23-Sep-12
164,Adele,30200000,14199108016,15,Music,Music,248,137099000,34300,548400,411300,6600000,2008,Apr,4,4,04-Apr-08
168,Spinnin' Records,30100000,19607009165,11501,Music,Music,127,100040000,25000,400200,300100,4800000,2007,Jul,12,7,12-Jul-07
171,Shawn Mendes,30000000,12831200855,133,Music,Music,295,88749000,22200,355000,266200,4300000,2011,Jan,19,1,19-Jan-11
173,Ultra Records,29600000,17208027242,4903,Music,Music,165,81884000,20500,327500,245700,3900000,2006,Oct,24,10,24-Oct-06
188,Michael Jackson,28200000,14412474625,15,Music,Music,242,158591000,39600,634400,475800,7600000,2005,Jun,22,6,22-Jun-05
192,Bounce Patrol - Kids Songs,27800000,21037851468,292,Music,Music,111,127441000,31900,509800,382300,6100000,2013,Jan,1,1,01-Jan-13
193,Toycantando,27700000,15777682516,619,Music,Music,197,173836000,43500,695300,521500,8300000,2009,Jul,7,7,07-Jul-09
195,Wiz Khalifa,27500000,13379395501,682,Music,Music,275,90450000,22600,361800,271300,4300000,2008,May,9,5,09-May-08
196,Jyp Entertainment,27400000,19883150017,1753,Music,Music,124,307631000,76900,1200000,922900,14800000,2008,Jan,25,1,25-Jan-08
210,Worldstarhiphop,26500000,20358117330,6873,Music,Music,117,89098000,22300,356400,267300,4300000,2008,Nov,8,11,08-Nov-08
224,David Guetta,25700000,17793809548,749,Music,Music,153,164215000,41100,656900,492600,7900000,2009,Dec,11,12,11-Dec-09
226,Nicki Minaj,25700000,10242981063,42,Music,Music,425,103631000,25900,414500,310900,5000000,2013,Aug,28,8,28-Aug-13
228,Taylorswiftvevo,25600000,25592378292,287,Music,Music,67,318593000,79600,1300000,955800,15300000,2009,May,12,5,12-May-09
230,Post Malone,25500000,14401218086,78,Music,Music,243,195499000,48900,782000,586500,9400000,2011,Dec,15,12,15-Dec-11
233,Coldplay,25300000,17331663193,398,Music,Music,160,198875000,49700,795500,596600,9500000,2010,Jan,3,1,03-Jan-10
239,Rihannavevo,25100000,19458807708,118,Music,Music,130,94246000,23600,377000,282700,4500000,2009,May,12,5,12-May-09
242,Anuel Aa,25000000,14827085149,147,Music,Music,225,284144000,71000,1100000,852400,13600000,2016,Sep,8,9,08-Sep-16
247,Eminemvevo,24700000,20531704527,104,Music,Music,115,139443000,34900,557800,418300,6700000,2009,May,12,5,12-May-09
249,Katyperryvevo,24600000,23755792542,175,Music,Music,82,88940000,22200,355800,266800,4300000,2009,Dec,13,12,13-Dec-09
261,Dj Snake,24100000,8425505919,252,Music,Music,602,63293000,15800,253200,189900,3000000,2008,Sep,24,9,24-Sep-08
272,Enrique Iglesias,23800000,17688774915,443,Music,Music,154,122914000,30700,491700,368700,5900000,2007,Apr,12,4,12-Apr-07
277,Nickyjamtv,23600000,15901824841,392,Music,Music,193,77927000,19500,311700,233800,3700000,2012,Jan,10,1,10-Jan-12
290,Wave Music Bhojpuri,23100000,12889240875,22578,Music,Music,293,52678000,13200,210700,158000,2500000,2014,Aug,10,8,10-Aug-14
291,Gmm Grammy Official,23100000,25579831081,15462,Music,Music,68,130233000,32600,520900,390700,6300000,2010,Nov,8,11,08-Nov-10
293,Unknown Boy Varun,23100000,9299371231,456,Music,Music,506,304021000,76000,1200000,912100,14600000,2016,Sep,27,9,27-Sep-16
301,Toyorbabytv,22900000,16298342829,1159,Music,Music,181,169056000,42300,676200,507200,8100000,2012,Nov,1,11,01-Nov-12
308,The Chainsmokers,22600000,14231943358,180,Music,Music,246,81660000,20400,326600,245000,3900000,2012,Sep,22,9,22-Sep-12
310,Sia,22600000,13405849040,171,Music,Music,273,95253000,23800,381000,285800,4600000,2007,Nov,19,11,19-Nov-07
315,Paulo Londra,22400000,8040036209,58,Music,Music,648,72242000,18100,289000,216700,3500000,2016,Aug,8,8,08-Aug-16
319,Charlie Puth,22000000,9924807127,157,Music,Music,449,111500000,27900,446000,334500,5400000,2009,Sep,9,9,09-Sep-09
328,Dua Lipa,21800000,11288359365,164,Music,Music,368,128047000,32000,512200,384100,6100000,2011,Feb,5,2,05-Feb-11
329,Onedirectionvevo,21800000,12140232004,266,Music,Music,322,51134000,12800,204500,153400,2500000,2010,Dec,4,12,04-Dec-10
330,Rotana,21800000,19329351143,135,Music,Music,926975,10571,3,42,32,507,2011,Oct,27,10,27-Oct-11
342,Sidhu Moose Wala,21400000,6264261757,114,Music,Music,987,160690000,40200,642800,482100,7700000,2017,Oct,30,10,30-Oct-17
344,Becky G,21300000,10644857969,78,Music,Music,396,103171000,25800,412700,309500,5000000,2011,Sep,6,9,06-Sep-11
362,Romeo Santos,20900000,17324976752,6,Music,Music,2595710,99,0.02,0.4,0.3,5,2006,Jul,31,7,31-Jul-06
372,Avicii,20600000,10292874715,156,Music,Music,421,81236000,20300,324900,243700,3900000,2009,Oct,28,10,28-Oct-09
381,Emiway Bantai,20400000,3579555124,239,Music,Music,2236,41289000,10300,165200,123900,2000000,2013,May,3,5,03-May-13
393,Skrillex,20100000,6618524158,241,Music,Music,905,25263000,6300,101100,75800,1200000,2010,Apr,6,4,06-Apr-10
397,7Clouds,20100000,14816075927,2384,Music,Music,227,276751000,69200,1100000,830300,13300000,2013,May,25,5,25-May-13
402,Vevo,20000000,559765455,1527,Music,Music,22747,1331000,333,5300,4000,63900,2006,Apr,14,4,14-Apr-06
406,Gusttavo Lima Oficial,19900000,13917423958,416,Music,Music,258,214803000,53700,859200,644400,10300000,2010,Nov,9,11,09-Nov-10
433,Lil Nas X,19100000,6339584661,37,Music,Music,966,46192000,11500,184800,138600,2200000,2018,May,19,5,19-May-18
438,Calvin Harris,19000000,16014044618,79,Music,Music,191,102410000,25600,409600,307200,4900000,2007,Feb,11,2,11-Feb-07
447,Farruko,18800000,9573641299,217,Music,Music,485,97758000,24400,391000,293300,4700000,2009,Oct,30,10,30-Oct-09
454,Grammy Gold Official,18600000,20196704276,6287,Music,Music,121,168597000,42100,674400,505800,8100000,2014,Jan,15,1,15-Jan-14
465,Shakiravevo,18400000,25367126292,197,Music,Music,72,267126000,66800,1100000,801400,12800000,2009,Sep,2,9,02-Sep-09
476,Officialpsy,18100000,10703830496,131,Music,Music,393,64989000,16200,260000,195000,3100000,2010,Oct,4,10,04-Oct-10
482,Sonymusicsouthvevo,18000000,17921124985,5692,Music,Music,148,257597000,64400,1000000,772800,12400000,2014,Jul,14,7,14-Jul-14
489,Demi Lovato,17900000,6888074944,314,Music,Music,858,29182000,7300,116700,87500,1400000,2008,Jan,30,1,30-Jan-08
491,Jason Derulo,17900000,9887116267,830,Music,Music,446,447891000,112000,1800000,1300000,21500000,2008,Jul,21,7,21-Jul-08
498,Arianagrandevevo,17700000,20115544708,178,Music,Music,122,97422000,24400,389700,292300,4700000,2010,Oct,21,10,21-Oct-10
511,Jflamusic,17600000,3802280098,326,Music,Music,2056,11099000,2800,44400,33300,532700,2011,Aug,22,8,22-Aug-11
526,Anitta,17200000,7337212581,138,Music,Music,769,72684000,18200,290700,218100,3500000,2011,Nov,2,11,02-Nov-11
533,Queen Official,17000000,10847948832,1015,Music,Music,385,93768000,23400,375100,281300,4500000,2008,Jul,7,7,07-Jul-08
536,Luisfonsivevo,17000000,14543594822,97,Music,Music,241,49817000,12500,199300,149500,2400000,2009,May,12,5,12-May-09
537,Pop Chartbusters,16900000,8684010451,2235,Music,Music,574,72911000,18200,291600,218700,3500000,2011,Aug,26,8,26-Aug-11
552,Travis Scott,16700000,7979736581,13,Music,Music,564542,37623,9,150,113,1800,2010,Sep,1,9,01-Sep-10
559,Lahari Music - Tseries,16600000,11946217860,8976,Music,Music,326,89012000,22300,356000,267000,4300000,2011,Nov,21,11,21-Nov-11
574,Boyce Avenue,16300000,6578828147,490,Music,Music,913,28787000,7200,115100,86400,1400000,2007,Sep,2,9,02-Sep-07
575,Camila Cabello,16300000,6613422635,80,Music,Music,906,42704000,10700,170800,128100,2000000,2015,Aug,11,8,11-Aug-15
576,Little Mix,16300000,7520242626,278,Music,Music,740,38604000,9700,154400,115800,1900000,2011,Nov,30,11,30-Nov-11
578,Pitbull,16300000,12475714382,352,Music,Music,308,88004000,22000,352000,264000,4200000,2006,Jul,5,7,05-Jul-06
582,Jennifer Lopez,16200000,10227242833,258,Music,Music,426,63441000,15900,253800,190300,3000000,2005,Nov,18,11,18-Nov-05
596,Twice,16100000,5055576881,1123,Music,Music,1343,98720000,24700,394900,296200,4700000,2016,Mar,27,3,27-Mar-16
608,Dopelyrics,15900000,9962188084,2035,Music,Music,444,9915000,2500,39700,29700,475900,2016,Jun,9,6,09-Jun-16
611,Mk Music,15900000,9198986881,5105,Music,Music,516,136388000,34100,545600,409200,6500000,2010,Jan,18,1,18-Jan-10
613,Camilo,15900000,6802382479,132,Music,Music,871,59890000,15000,239600,179700,2900000,2010,Jul,29,7,29-Jul-10
619,Dm - Desi Melodies,15700000,5914071870,79,Music,Music,1071,141842000,35500,567400,425500,6800000,2017,Jul,8,7,08-Jul-17
621,Team Films Bhojpuri,15700000,6626563508,19703,Music,Music,902,30744000,7700,123000,92200,1500000,2014,Jul,18,7,18-Jul-14
622,Zee Music Classic,15700000,5558051295,1640,Music,Music,1174,86450000,21600,345800,259300,4100000,2014,May,20,5,20-May-14
631,Katakit Baby Tv,15500000,6386271870,220,Music,Music,954,90914000,22700,363700,272700,4400000,2010,Jul,26,7,26-Jul-10
634,Henrique E Juliano,15500000,14619523361,325,Music,Music,236,163678000,40900,654700,491000,7900000,2009,Jun,27,6,27-Jun-09
644,Genierock,15400000,14564170905,1725,Music,Music,239,82798000,20700,331200,248400,4000000,2008,Mar,9,3,09-Mar-08
645,Zayn,15400000,4909687948,21,Music,Music,1401,36790000,9200,147200,110400,1800000,2016,Jan,26,1,26-Jan-16
655,Srk Music,15200000,6391679636,5056,Music,Music,955,57809000,14500,231200,173400,2800000,2012,Mar,16,3,16-Mar-12
662,Kim Loaiza,15100000,1576633086,18,Music,Music,6655,26053000,6500,104200,78200,1300000,2019,Jan,18,1,18-Jan-19
672,Bigbang,15100000,7857371770,776,Music,Music,680,40806000,10200,163200,122400,2000000,2005,Oct,10,10,10-Oct-05
676,Adelevevo,15100000,12413869881,52,Music,Music,309,84750000,21200,339000,254300,4100000,2009,Oct,15,10,15-Oct-09
687,Sony Music South,15000000,9978734160,2726,Music,Music,439,242185000,60500,968700,726600,11600000,2014,Aug,6,8,06-Aug-14
694,50 Cent,14900000,10069000444,419,Music,Music,435,119812000,30000,479200,359400,5800000,2007,Feb,8,2,08-Feb-07
697,Melanie Martinez,14900000,4395184343,127,Music,Music,1656,56358000,14100,225400,169100,2700000,2007,Nov,3,11,03-Nov-07
706,Mattybraps,14800000,3587576784,195,Music,Music,2226,22980000,5700,91900,68900,1100000,2010,May,31,5,31-May-10
710,Jorge & Mateus Oficial,14800000,9076642765,318,Music,Music,529,88120000,22000,352500,264400,4200000,2008,Jul,29,7,29-Jul-08
731,Martin Garrix,14600000,6017932195,365,Music,Music,1044,35528000,8900,142100,106600,1700000,2011,Jan,15,1,15-Jan-11
732,O Reino Infantil,14600000,11182302317,1206,Music,Music,369,109865000,27500,439500,329600,5300000,2014,Aug,19,8,19-Aug-14
733,Fifth Harmony,14600000,7952268926,67,Music,Music,659,37632000,9400,150500,112900,1800000,2013,Feb,21,2,21-Feb-13
745,Aadishakti Films,14500000,6290721701,4790,Music,Music,981,48447000,12100,193800,145300,2300000,2016,Oct,28,10,28-Oct-16
749,Maroon5Vevo,14500000,20042571499,147,Music,Music,123,98185000,24500,392700,294600,4700000,2009,May,12,5,12-May-09
751,Hear This Music,14500000,9201428420,39,Music,Music,518,48193000,12000,192800,144600,2300000,2016,Feb,13,2,13-Feb-16
760,Coke Studio,14400000,4035738731,450,Music,Music,23796,3557000,889,14200,10700,170700,2008,Jun,4,6,04-Jun-08
767,Selenagomezvevo,14400000,11423792969,186,Music,Music,354,88657000,22200,354600,266000,4300000,2009,Nov,24,11,24-Nov-09
771,Wish 107.5,14200000,6048517979,1823,Music,Music,1036,62658000,15700,250600,188000,3000000,2014,Jul,13,7,13-Jul-14
783,Neha Kakkar,14100000,2131548711,149,Music,Music,4624,25605000,6400,102400,76800,1200000,2012,Oct,22,10,22-Oct-12
789,Lana Del Rey,14100000,6884215292,43,Music,Music,856,135563000,33900,542300,406700,6500000,2011,May,5,5,05-May-11
790,Malumavevo,14100000,19013942981,182,Music,Music,138,98834000,24700,395300,296500,4700000,2011,Jun,15,6,15-Jun-11
810,Atlantic Records,13900000,12513842343,1660,Music,Music,307,97284000,24300,389100,291900,4700000,2006,Dec,15,12,15-Dec-06
821,Think Music India,13800000,11039343563,4978,Music,Music,374,217106000,54300,868400,651300,10400000,2009,Aug,15,8,15-Aug-09
835,Lindsey Stirling,13600000,3764608356,199,Music,Music,2084,15277000,3800,61100,45800,733300,2007,May,20,5,20-May-07
843,Awakening Music,13500000,5545936485,814,Music,Music,1183,35309000,8800,141200,105900,1700000,2006,Dec,25,12,25-Dec-06
848,Conor Maynard,13500000,2750993392,321,Music,Music,3257,10787000,2700,43100,32400,517800,2006,May,19,5,19-May-06
851,Codiscos,13400000,11789678655,7356,Music,Music,330,228902000,57200,915600,686700,11000000,2007,Feb,8,2,08-Feb-07
883,Jbalvinvevo,13200000,20743586601,237,Music,Music,113,86270000,21600,345100,258800,4100000,2010,Sep,30,9,30-Sep-10
891,Lokdhun Punjabi,13100000,4712624489,1262,Music,Music,1484,34438000,8600,137800,103300,1700000,2010,Dec,27,12,27-Dec-10
896,Hungria Hip Hop,13100000,4608751851,73,Music,Music,1541,48223000,12100,192900,144700,2300000,2013,Apr,13,4,13-Apr-13
899,Twenty One Pilots,13100000,5264039679,194,Music,Music,1255,50922000,12700,203700,152800,2400000,2009,Sep,5,9,05-Sep-09
900,Dj Khaled,13100000,6637820731,12,Music,Music,3967392,379,0.09,2,1,18,2006,May,27,5,27-May-06
904,Lofi Girl,13000000,1698279553,409,Music,Music,6059,30471000,7600,121900,91400,1500000,2015,Mar,18,3,18-Mar-15
910,7 Minutoz,13000000,4349562794,521,Music,Music,1692,29526000,7400,118100,88600,1400000,2012,Jun,4,6,04-Jun-12
917,Akon,12900000,6300933122,39,Music,Music,976,91240000,22800,365000,273700,4400000,2005,Nov,5,11,05-Nov-05
919,Rauw Alejandro,12900000,11504090820,168,Music,Music,348,205548000,51400,822200,616600,9900000,2014,Dec,11,12,11-Dec-14
920,Enriqueiglesiasvevo,12900000,15446707595,137,Music,Music,210,75773000,18900,303100,227300,3600000,2009,May,12,5,12-May-09
934,Adexe & Nau,12700000,4579773883,594,Music,Music,1563,10083000,2500,40300,30200,484000,2013,Dec,22,12,22-Dec-13
947,Nickiminajatvevo,12600000,8831179714,99,Music,Music,557,35027000,8800,140100,105100,1700000,2010,Apr,1,4,01-Apr-10
948,Ellie Goulding,12600000,6969178081,218,Music,Music,841,36681000,9200,146700,110000,1800000,2007,Jan,29,1,29-Jan-07
966,Mundo Bita,12500000,16690788752,253,Music,Music,171,213700000,53400,854800,641100,10300000,2011,Sep,29,9,29-Sep-11
967,Wave Music Bhakti,12500000,5146004207,19899,Music,Music,1299,11079000,2800,44300,33200,531800,2011,Apr,19,4,19-Apr-11
988,Avril Lavigne,12400000,6202090191,205,Music,Music,999,50188000,12500,200800,150600,2400000,2005,Oct,8,10,08-Oct-05
